OTU_number,Kingdom,Phylum,Class,Order,Family,Genus,Species,V41,V42,V43,V45,V44,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94
OTU690,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU4309,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,NA,5,2,2,0,0,5,24,4,0,6,0,0,3,0,0,1,0,0,4,0,1,0,2,26,2,1,17,0,0,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
OTU2623,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
OTU1947,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1624,Fungi,NA,NA,NA,NA,NA,NA,1,0,1,0,2,1,2,0,1,0,1,0,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,14,0,6,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0
OTU715,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Farysia,Farysia_acheniorum_SH1584057.08FU,1,1,0,0,1,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU3441,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA,2,1,1,1,1,4,4,7,21,3,1,0,0,0,0,2,7,9,7,0,15,0,0,1,0,0,0,0,0,1,3,0,1,0,0,1,0,0,3,1,0,2,1,0,0,0,0,0,2,9,36,0,13,47
OTU2649,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,NA,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,22,16,17,0,0,0,0,0,3,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0
OTU3118,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Lecythophora,Lecythophora_sp_SH1645147.08FU,1,22,1,24,2,18,90,27,58,25,0,0,6,0,2,1,8,7,38,9,33,1,5,1,4,0,14,29,8,35,311,41,400,18,91,10,0,47,58,16,8,3,4,0,1,6,5,1,2,25,66,0,51,35
OTU3348,Fungi,NA,NA,NA,NA,NA,NA,2,3,53,14,208,229,4,2,0,0,0,0,15,0,38,61,14,54,0,3,8,1,0,136,159,3,17,3,400,52,737,4,4,25,3,4,2,5,53,11,16,5,157,5,17,151,0,27,455,8,0,0,0,3
OTU479,Fungi,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4510,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,Dioszegia_rishiriensis_SH1609782.08FU,2,6,0,3,0,9,5,9,1,14,2,1,0,0,1,0,24,12,10,0,0,10,0,27,10,5,3,3,0,0,1,1,1,3,1,202,19,4,0,93,0,5,0,1,8,32,5,19,17,0,0,0,0,0
OTU230,Fungi,NA,NA,NA,NA,NA,NA,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1544,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,Lycoperdon_pyriforme_SH1556524.08FU,1,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,1,0,0,0,0
OTU1384,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU3249,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_tetramera_SH1640637.08FU,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,14,0,79,2,1,0,0,0,5,2,18,1,4,0,0,0,0,4,0,0,0,0,0,0
OTU4544,Fungi,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3345,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_persica_SH1645865.08FU,1,0,0,0,0,2,9,9,7,49,2,1,2,1,0,3,6,1,1,6,25,768,0,3,2,2,2,0,12,2,20,36,153,2,10,0,2,2,4,1,0,11,54,0,2,1,1,0,4,2,0,0,1,0
OTU3873,Fungi,NA,NA,NA,NA,NA,NA,3,5,13,2,6,26,9,2,1,2,0,0,0,0,1,0,0,4,2,22,1,0,3,1,4,0,1,1,5,0,1,1,5,0,1,0,0,0,0,1,0,1,1,0,4,1,5,0,0,5,10,0,1,0
OTU405,Fungi,Olpidiomycota,Olpidiomycetes,Olpidiales,Olpidiaceae,unidentified,NA,1,4,0,1,0,4,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,5,0,0,1,6,0,0,0,0,0,0,28,0,3,0,0,0,0,0,1
OTU2184,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,NA,1,3,0,0,3,190,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3076,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi_sp_SH2725593.08FU,3,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
OTU1406,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,NA,1,0,2,0,18,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,7,0,6,2,3,1,0,0,0,1,1,2,1,1,0,0,14,0,0,0,0,0,0,6,0,0,0,0,34,6,0,9,1
OTU3286,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physcia,NA,2,0,1,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU3771,Fungi,Chytridiomycota,Chytridiomycetes,unidentified,unidentified,unidentified,Chytridiomycetes_sp_SH1648711.08FU,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1270,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp_SH1528477.08FU,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2275,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
OTU3149,Fungi,NA,NA,NA,NA,NA,NA,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
OTU1351,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Chrysozymaceae,Slooffia,Slooffia_cresolica_SH1515292.08FU,3,4,1,2,0,1,0,46,0,2,2,0,0,1,0,10,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4219,Fungi,Ascomycota,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1907,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metacordyceps,NA,1,2,3,2,2,3,1,0,2,7,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,7,3,1,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,7,6,0,0,0
OTU1527,Fungi,Basidiomycota,NA,NA,NA,NA,NA,1,5,0,0,1,0,0,189,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,4,0,0,19,1,17,20,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
OTU2970,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,unidentified,Tremellaceae_sp_SH2700186.08FU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU128,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,Basidiomycota_sp_SH1564074.08FU,1,0,1,0,52,13,6,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,8,0,5,1,28,15,19,14,0,5,0,1,3,3,3,2,0,0,25,10,0,7,67,1,0,0,1,0
OTU2578,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,2,6,0,0,0,0,0,0,0
OTU154,Fungi,NA,NA,NA,NA,NA,NA,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU2412,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_furcatum_SH1836220.08FU,1,0,1,0,1,8,0,2,0,0,0,0,8,1,3,5,0,0,0,0,0,0,1,7,15,4,12,1,0,0,0,1,0,0,0,0,0,1,1,2,2,1,0,0,0,0,1,0,0,2,0,0,0,0
OTU37,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi_sp_SH2742310.08FU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1263,Fungi,Basidiomycota,NA,NA,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3274,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU3904,Fungi,Basidiomycota,Tremellomycetes,Tremellales,unidentified,unidentified,Tremellales_sp_SH2699652.08FU,3,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU743,Fungi,NA,NA,NA,NA,NA,NA,2,5,3,2,10,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,27,22,0,3,3,0,6,0,0,1,0,0,3,4,0,1,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2273,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1930,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
OTU501,Fungi,NA,NA,NA,NA,NA,NA,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4558,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU880,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,unidentified,NA,1,3,1,0,0,0,4,8,4,8,4,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2489,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,NA,NA,1,14,0,2,0,2,9,1,0,1,0,0,1,2,7,19,16,0,1,0,0,0,0,0,1,0,1,13,8,3,2,3,108,3,4,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
OTU2593,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,unidentified,Pleosporaceae_sp_SH1650080.08FU,3,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0
OTU4359,Fungi,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,0,0,0,0,470,0,197,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU259,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,unidentified,unidentified,Mortierellales_sp_SH1655330.08FU,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,20
OTU1426,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_sp_SH1172044.08FU,2,163,18,4,0,10,15,42,11,5,0,0,3,1,0,1,3,0,1,0,2,0,4,0,0,1,2,2,6,17,6,14,12,3,14,0,1,4,1,2,1,2,2,1,3,0,53,1,3,0,0,0,0,4
OTU642,Fungi,Olpidiomycota,Olpidiomycetes,Olpidiales,Olpidiaceae,Olpidium,Olpidium_brassicae_SH1528282.08FU,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0
OTU577,Fungi,Olpidiomycota,Olpidiomycetes,Olpidiales,Olpidiaceae,Olpidium,Olpidium_brassicae_SH1519091.08FU,1,10,5,4,6,37,2,2,1,1,14,0,29,3,0,9,1,0,0,3,0,0,0,0,5,0,0,1,5,2,2,2,5,2,7,0,1,2,1,1,3,2,70,0,12,36,11,0,65,8,7,0,0,0
OTU2265,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,Hypocreales_sp_SH1555960.08FU,2,0,0,0,0,0,8,4,5,2,0,1,0,2,2,9,24,3,8,8,0,0,2,5,2,2,4,22,0,1,3,8,10,3,1,0,0,1,9,6,4,11,1,0,3,1,0,1,2,1,7,0,1,9
OTU369,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1666,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,Mycena_sp_SH1514822.08FU,2,175,0,0,0,0,26,98,3,0,76,0,0,49,0,14,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,33,0,0,3,5,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0
OTU2202,Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1921,Fungi,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,Agaricomycetes_sp_SH1646414.08FU,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
OTU3256,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Sclerostagonospora,Sclerostagonospora_sp_SH1525170.08FU,1,3,1,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3659,Fungi,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,Onygenales_sp_SH1569402.08FU,2,3,0,1,1,2,7,0,0,1,2,1,0,1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,0,4,9
OTU350,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,unidentified,unidentified,Mortierellales_sp_SH1516412.08FU,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2811,Fungi,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,61,2,0,1,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU1882,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4493,Fungi,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1387,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma_mesophaeum_SH1563787.08FU,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU541,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1144,Fungi,Basidiomycota,Tremellomycetes,NA,NA,NA,NA,3,0,0,0,0,0,9,0,0,2,0,2,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,7,7,1,5,3,0,0,0,0,1,0,0,4,12,0,0,1,0,0,4,0,0,0,0,0
OTU2371,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU544,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp_SH1552323.08FU,2,11,4,4,1,2,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4132,Fungi,Ascomycota,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU4269,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU2259,Fungi,Ascomycota,NA,NA,NA,NA,NA,2,3,8,0,0,8,0,0,2,0,0,0,0,0,0,0,1,1,0,0,8,0,2,2,4,1,2,3,1,1,8,0,0,0,0,0,0,0,2,0,4,2,0,0,0,4,3,0,3,0,0,0,0,0
OTU38,Fungi,Olpidiomycota,GS18,GS18,unidentified,unidentified,GS18_sp_SH1657524.08FU,1,0,0,0,0,15,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,7,9,2,1,9,0,0,56,27,58,2,8,0,1,1,2,2,0,17,0,17,0,0,0,1,0,0,0,0,0
OTU3722,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales_sp_SH1648848.08FU,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33,41,1,126,35,0,0,0,0,0
OTU97,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,NA,1,3,0,1,0,4,3,1,5,4,1,0,1,1,0,6,1,0,0,0,0,1,0,1,0,1,0,2,2,2,4,1,11,1,2,0,1,0,6,0,3,7,3,0,1,1,5,1,1,0,1,0,1,1
OTU2336,Fungi,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3166,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Dinemasporium,NA,1,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4244,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,Dothideomycetes_sp_SH1657585.08FU,1,10,3,1,2,1,1,2,17,1,0,0,2,4,1,2,1,1,2,40,29,0,1,13,4,0,0,1,38,9,16,8,12,6,1,2,1,14,5,2,6,8,13,1,5,3,28,3,2,1,6,0,0,0
OTU1995,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,NA,NA,1,1,0,1,1,1,7,1,0,188,0,0,2,0,63,1,8,0,1,11,5,4,0,25,11,1,8,0,0,0,0,0,0,8,25,0,0,0,15,1,5,6,216,8,5,4,28,122,8,0,0,0,0,0
OTU3493,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Xanthoria,Xanthoria_coomae_SH1548468.08FU,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU446,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,NA,1,0,0,1,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
OTU3734,Fungi,Ascomycota,NA,NA,NA,NA,NA,1,2,0,0,1,8,0,0,1,0,0,1,51,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,1,4,0,0,0,4,0,1,0,0,9,1,0,1,0,0,0,0,0,1,0,0,0
OTU87,Fungi,NA,NA,NA,NA,NA,NA,3,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
OTU1851,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Schwanniomyces,NA,1,130,13,26,6,9,58,3,32,2,0,0,7,4,0,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,32,6,0,0,0,0,1
OTU2771,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi_sp_SH1651746.08FU,1,0,0,2,1,0,0,0,0,0,0,0,16,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,1,2,0,0,0,3,0,16,0,2,3,0,0,0
OTU630,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,NA,NA,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
